Name,Gender,Age,Div,Ctry,Time
Selland Corey A.,M,26,289,USA,177.55
Randell Elizabeth,F,45,36,USA,224.35
Zabukovec Randy,M,42,69,CAN,182.77
Beard Tim A,M,34,704,USA,191.50
Mcmurrough Micaela,F,35,1377,USA,235.85
Cantrell Tim,M,42,462,USA,212.65
Vincent Anthony,M,42,279,USA,200.87
Accomando Joshua E,M,27,2025,USA,220.58
Fucci Michael,M,22,414,USA,182.63
Barry Colleen C.,F,24,48,USA,191.03
Vicario Jeffrey,M,41,161,USA,193.95
Van Der Groen Franz,M,27,1696,USA,213.10
Tse Raphael,M,29,2701,USA,239.58
Scheel Kim J,F,35,47,USA,191.38
Coulter William,M,60,675,USA,415.88
Martin Patrick S.,M,43,162,USA,193.42
Carrillo Eduardo,M,31,840,USA,194.73
Kaufman Chris A,M,35,3084,USA,255.72
Croft Darrell,M,48,133,USA,199.73
Smucker Jeff,M,46,30,USA,184.03
Cunningham Andy,M,33,1791,USA,216.30
Minge David,M,20,2560,USA,234.97
Kim Daehwan,M,30,836,USA,195.07
Henson John E. II,M,32,630,USA,188.87
Harrison Bob,M,52,693,USA,241.25
Jones Paul F,M,41,167,USA,193.93
Stafford Dan,M,37,2106,USA,222.80
Layman Hans,M,29,3076,USA,254.70
Pustilnik Carrie,F,36,293,USA,209.77
Christiansen Bobby,M,54,133,USA,208.82
Villeneuve Alain,M,45,1274,USA,249.22
Griffith Jason T,M,41,410,USA,207.65
Smith Mosi D.,M,29,1600,USA,211.18
Cave Mike J.,M,22,1786,USA,215.75
Smith Loni,F,30,105,USA,199.10
Martin Alexander B.,M,27,1789,USA,227.60
Foote Harvey F. Jr.,M,47,173,CAN,203.03
Cabe Alex W. III,M,42,351,USA,203.82
Murrie Andrew S,M,30,1521,USA,209.63
Schoenmeyr Tor,M,35,1969,USA,219.90
Holt Tom R.,M,35,2260,USA,226.97
Venhuizen Clayton,M,40,807,USA,224.00
Fisler Tim J.,M,41,311,USA,201.97
Prosser Greg,M,37,1572,USA,210.80
Wilshusen Ryan,M,32,2729,USA,239.73
Miganowicz Jonathan I.,M,25,1658,USA,211.85
Suarez Eduardo C. Sr.,M,44,454,CHI,209.67
Czarnecki Brent,M,36,2130,CAN,223.53
Dunn Matthew L,M,31,1340,USA,206.17
Ciesiun Paul J.,M,53,64,USA,198.97
Mahlakoiv Tanel,M,26,1452,GER,208.15
Henley Alice,F,23,31,USA,185.02
Sandolo Jason C.,M,26,1750,USA,214.80
Harasse Olivier,M,29,1329,USA,205.98
Fox Jason M,M,34,1488,USA,209.07
Ostergaard Lars K.,M,53,348,DEN,224.68
Doldi Paolo,M,40,585,ITA,214.65
Jefferies Alex S.,M,21,894,USA,196.98
Stephen Michael J. Jr.,M,38,748,USA,192.22
Haselhoff Keith C,M,25,750,USA,192.87
Doneski Christin D.,F,41,11,USA,194.17
Courtnall Geoff,M,49,95,CAN,195.82
Stuart Anthony L,M,54,59,USA,199.32
Stevenson David M,M,36,1448,USA,208.70
Bentley Jonny,M,35,2733,GBR,240.47
Parker Jonathan M.,M,27,807,USA,195.15
Zelent Craig D,M,49,115,USA,199.38
Sullivan Adam,M,32,1919,USA,219.37
Eder Alan F.,M,29,1808,USA,217.20
Crawford Danya,F,31,150,USA,203.38
Mucci Ron M.,M,54,1406,USA,281.35
Kane John W,M,43,896,USA,228.25
Biancheri Andrew J,M,43,609,USA,216.72
Morin Francois,M,38,1987,CAN,226.53
Balfour Adam D.,M,28,2151,USA,224.27
OConnorFred,M,33,1472,USA,209.87
Stamey Jacob,M,26,841,USA,196.23
Chiappetta Dave Jr.,M,28,2672,USA,239.05
Hansen Shawn,M,34,2407,USA,229.98
Falvo Nicole A,F,37,302,USA,211.35
Mcleland Curt,M,48,437,USA,219.07
McGuire Matthew J.,M,37,1938,USA,219.82
Esko Peter J.,M,32,3171,USA,260.15
Kinsella Eimile E.,F,27,3288,USA,280.50
Piazza Thomas S,M,52,26,USA,189.27
Buttz Scott,M,37,1241,USA,204.32
Vizcaino Ricardo,M,39,1777,MEX,216.10
Lanza Hector A. Sr.,M,37,577,VEN,187.52
Taverner Jake A.,M,23,290,CAN,178.35
Fleming Ron C. Jr.,M,32,931,USA,198.60
Metzger Andrew K.,M,46,76,USA,193.07
Clarizia Carl P.,M,38,1988,USA,221.32
Ikard Larry J.,M,37,888,USA,197.20
Warner Jonathan,M,25,1656,USA,212.63
Hansen Michael,M,34,944,USA,198.37
Theroux Doug,M,51,804,USA,246.37
Crawford Mike,M,41,352,CAN,205.20
Tapia Bernardo,M,39,339,USA,179.87
Snedaker Ron L,M,35,1530,USA,210.32
Gindlesberger Sam,M,20,699,USA,192.12
Feldman Pete C.,M,47,118,USA,198.90
Hunziker Eric,M,42,201,USA,197.12
Nudelman Nathan N.,M,36,1075,USA,201.52
Kimberley Glenn,M,35,2170,CAN,224.93
Hohenstein Peter K.,M,49,466,CAN,219.65
Hanson Matthew R.,M,35,2714,USA,240.12
Thompson Stephen,M,33,1174,USA,203.72
Greene Michael D.,M,30,1796,USA,217.22
Jones Phil,M,56,20,USA,201.53
Harrison Joshua,M,46,206,USA,206.33
Fox Kevin A,M,31,1334,USA,206.70
Pelchat Marianne,F,35,75,CAN,196.85
Diener Michael,M,45,600,USA,225.87
Fass Jonathan B.,M,40,477,USA,209.98
Kerby Joseph,M,39,1211,CAN,203.77
Flanagan Sean,M,25,533,USA,186.57
Mcglade Patrick,M,23,873,USA,196.60
Pedersen Justin G.,M,23,3094,USA,256.62
Abrahamson Greg,M,30,1054,USA,201.28
Hsia Brian W.,M,30,1169,USA,203.10
Kartanowicz Paul M.,M,32,608,USA,189.15
Giblin Daniel J,M,50,91,USA,204.80
Ahlstrand Matt,M,36,2061,USA,222.83
Fowler Brad H,M,37,2199,USA,226.07
Kavanagh Brendan,M,45,1214,CAN,247.15
Foyle Patrick J.,M,41,972,IRL,231.08
Olafsdottir Helen,F,41,9,ISL,193.00
Florey Kevin J,M,42,594,USA,215.88
Foran Patrick,M,31,1420,CAN,208.43
Ojeda Walton M. Sr.,M,44,227,CHI,198.57
Torres Wilson R.,M,31,2293,USA,229.05
Faucher Christian,M,22,815,CAN,195.32
Campbell Richard A.,M,21,1699,USA,214.17
Glorieux Quentin C.,M,28,1481,USA,209.02
Alexander Marcus S,M,46,1066,USA,241.00
Lang Philip B,M,44,144,USA,192.77
Cunningham Thomas T,M,43,43,USA,178.90
Noonan Timothy F,M,42,960,USA,231.23
Plascencia Roberto,M,41,113,USA,190.00
Barnette Brett,M,30,2479,USA,234.03
Macphee Jim,M,49,1445,USA,262.80
Wysong Daniel D,M,34,2587,USA,237.08
Trachtenberg David M.,M,34,1585,USA,211.83
Kubow Steven,M,33,1982,USA,220.52
Ernst Ekkehard,M,39,997,SUI,199.57
Kupferschmitt Mark,M,36,3356,GER,272.05
Cale Eric D,M,31,831,USA,195.90
Cunningham Thomas R,M,33,1212,USA,203.97
Greenwell Dugan,M,34,1365,USA,206.97
Heineman John T.,M,27,1477,USA,209.47
Graham Scott R.,M,53,622,USA,238.37
White David C,M,43,1065,CAN,234.67
Wellington Brad,M,35,2003,USA,222.83
Watling Robert,M,37,1731,USA,214.43
Scheimer Daniel M,M,30,2132,USA,224.02
Chen Sophia,F,35,143,USA,203.25
Dansie Thomas,M,35,783,USA,193.73
Guerrero Daniel L,M,38,1553,USA,210.45
Sicher Nathan J.,M,31,1224,USA,204.30
Cummins Nathan A.,M,29,2075,USA,223.38
Ibarra Carlos,M,27,204,USA,174.25
OMaraDan,M,42,266,USA,200.00
Rutter Daniel R,M,37,900,USA,197.77
Lieb Anna M.,F,23,51,USA,191.70
Brown Todd,M,48,334,USA,214.45
Baddour Allen,M,40,645,USA,218.73
Moynihan Dennis J,M,40,169,USA,194.37
Hoyt Shanon,M,39,1668,USA,212.80
Turpin Rob,M,42,254,USA,200.18
Longo Ken,M,39,988,CAN,199.18
Jenkins Patrick D.,M,20,1336,USA,205.98
McLean Gordon J.,M,42,1849,CAN,320.47
Sherwood Brett,M,37,3072,USA,257.23
Casterline John,M,49,171,USA,203.73
Perrone Evan C,M,27,1228,USA,204.82
McKeon Michael P.,M,45,1422,USA,255.65
Masubuchi Seigo,M,39,1246,USA,204.88
Howk Ryan J,M,36,1175,USA,202.75
Lund Ryan C.,M,37,961,USA,199.38
Hoch Joseph,M,29,1116,USA,201.88
Osborne Matthew C.,M,29,1501,USA,209.78
McColm Edward J.,M,53,23,CAN,188.13
Beidleman Eric,M,36,2596,USA,236.92
Masuda Michael,M,33,1894,USA,219.18
Schrenk Troy,M,37,2418,USA,232.17
Hart Chris,M,36,1425,USA,208.35
Schacherl Jeff,M,24,1295,USA,205.78
Snodgrass Shelby,M,34,1170,USA,203.17
Ostroski Joshua,M,35,1418,USA,208.57
Luck Philip A.,M,26,1411,USA,207.60
Mitchell Christyan,M,41,267,USA,200.60
Knight Joshua G,M,36,446,USA,183.85
Serwer Bradley A.,M,38,1646,USA,213.28
Beachy Kevin,M,27,2504,USA,235.43
ONeillDrew,M,24,1665,USA,213.25
Salyer Stuart,M,38,1961,USA,220.43
Sweeney Brian S.,M,37,2317,USA,229.62
Kaspzyk Kevin N,M,41,148,USA,192.70
Landers Michael D.,M,39,706,USA,192.68
Patterson Christopher F,M,26,2431,USA,232.95
Taggart Patrick J,M,26,3058,USA,255.43
Chng Peter,M,27,1608,CAN,211.72
Williamson Eleanor,F,40,21,CHN,203.87
Denham Chuck,M,49,132,USA,200.68
Morishima Tadashi,M,46,138,JPN,200.97
Morgan John H,M,41,103,USA,188.82
Guallar Munio Juan Carlos,M,41,321,ESP,203.83
Kamrani Behnam,M,37,1196,USA,204.05
Ferenczi Emily A.,F,31,36,USA,187.70
Schumacher Steven E.,M,54,251,USA,219.98
Belzik Jun Karl,M,32,101,AUT,166.90
Becker Steven R.,M,45,308,USA,214.85
Aurenz Matthew,M,30,775,USA,194.18
Wepsala Alexander,M,24,4114,USA,340.48
Bartz Jeremiah,M,31,1460,USA,209.62
Hopley Nick,M,43,102,USA,187.98
Pietrofesa Mark,M,46,402,USA,217.45
Awanya Francis A.,M,55,10,USA,195.55
Parks James D.,M,44,231,USA,198.85
Sibila Vidal Oriol,M,36,1118,USA,202.57
Strother John M,M,38,2453,USA,233.78
Plesko Mark R,M,34,2779,USA,242.23
Figuero Jose J.,M,31,648,USA,190.88
Henkel Christian J,M,37,1356,USA,206.82
Loffland Eric A.,M,37,847,USA,196.40
Benway Karen,F,40,79,USA,219.85
Shinn Andrew,M,40,1454,USA,258.47
Russo Anthony,M,37,2432,USA,232.60
Broughton Matt,M,45,175,USA,204.27
Bates Barry A.,M,31,2112,USA,224.15
Hartley Lucas F.,M,33,496,USA,186.30
Snow Greg A.,M,34,1596,GBR,211.55
Rayburn James,M,50,298,USA,227.30
Dempsey Matthew,M,27,1194,USA,204.15
Reichmann Lisa L,F,37,109,USA,203.62
Acuna Guillermo,M,38,878,CHI,196.37
Churchill R. Sean,M,45,204,USA,206.07
Breton Eric,M,34,1866,CAN,218.40
Buch Timothy J.,M,27,2545,USA,235.17
Willenberg Luke,M,30,745,USA,193.20
Fedoroff Nick,M,34,1581,USA,211.65
Daurat-Thompson Cecile,F,38,77,USA,197.13
Horn Bob A.,M,36,2496,USA,233.72
Boomer Doug J,M,37,1139,USA,202.87
Carter Chris,M,37,2301,USA,232.35
Trent Collin E.,M,28,2255,USA,228.02
Medina Paulo,M,27,642,USA,189.55
Gile David,M,43,166,USA,194.97
Hotrum Geoff,M,28,2612,CAN,237.68
Woodcock Marc D,M,49,690,USA,229.27
McCullough Gregory O.,M,49,299,USA,212.07
Hultquist Daryl,M,42,471,USA,210.40
Taylor Ryan,M,32,1314,USA,206.12
Decker James E,M,32,3604,USA,289.38
Sweeney Jesse R,M,37,1757,USA,215.88
Kilburn Stephen A.,M,47,199,CAN,205.63
Hauptman Barry,M,49,153,USA,202.17
Days Garland,M,41,138,USA,191.47
Grinkovitch Jeff,M,42,1255,USA,243.98
Hurlbut Brian,M,35,2731,USA,240.73
Hudyncia Ryan J,M,22,757,USA,193.67
Van Der Laan Alex J.,M,46,758,USA,231.40
Gardner Elias,M,30,2278,USA,228.58
Bastiand Louis,M,32,2447,CAN,233.28
Deer Timothy R.,M,47,126,USA,199.33
Ortiz Ismael Sr.,M,43,433,USA,209.03
Knutson Charles G.,M,34,2884,USA,246.92
Bock Aaron J,M,25,1130,USA,202.55
Clampitt Jacob,M,30,1607,USA,211.93
Hodgetts Michael W,M,46,776,USA,231.45
Crighton Charles,M,43,541,NZL,213.38
Zastera Martin,M,39,1215,USA,203.90
Rebella Dan,M,44,223,USA,198.35
King Joseph,M,43,377,USA,206.25
Gealy Robert,M,42,507,USA,215.53
Tonge Jacob V.,M,49,821,USA,232.77
Delforge Pierre,M,45,88,USA,195.57
Estupinian Hollie J.,F,32,17,USA,181.23
Thibault Francis,M,40,1045,CAN,239.08
Toon Patrick,M,37,1802,USA,216.75
Sindad Joseph J.,M,24,2299,USA,229.27
Nichol Eric G.,M,46,187,USA,204.98
Heaton Tyrell B.,M,37,862,USA,196.92
Ogan Scott,M,22,2686,USA,239.55
Salvi Anthony,M,43,382,USA,206.68
Reboulet Timothy,M,37,739,USA,192.70
Swindle Paul,M,32,2824,USA,244.22
Buonopane Stephen G,M,42,551,USA,213.77
Gough Allan,M,39,641,CAN,189.97
Smits Bobby L,M,37,1505,USA,210.48
Parkinson David T.,M,26,1138,USA,202.32
Turner Dustin S.,M,29,1339,CAN,206.72
Andrus Daniel J,M,38,2820,USA,243.98
Nietert Arrick R.,M,30,1282,USA,205.12
Singer Jeb,M,30,508,USA,186.23
Jahn Robert,M,30,1517,USA,210.67
Byrne Marija E,F,26,818,CAN,226.13
Gilbert Karen N.,F,30,140,CAN,202.35
Martin Cyrus C,M,35,1619,USA,211.83
Sussman Neal S.,M,29,1057,USA,201.02
Heaton Timothy H.,M,53,81,USA,202.93
Lewis Shawn,M,39,575,CAN,188.35
Spears Jonathan,M,36,1059,USA,200.97
DEramoVincentA,M,32,656,USA,190.85
Nauman Daryl,M,32,1921,CAN,219.62
Sheppard Shanti,M,34,1898,USA,219.10
Gutierrez Larry,M,51,594,USA,238.07
Kirleis Thor,M,42,533,USA,212.90
Santos Flavio,M,44,937,BRA,233.67
Phipps David,M,48,31,USA,184.60
Cappiello Kyle,M,31,2750,USA,241.42
Ryan Matthew R.,M,21,1865,USA,218.47
Ferguson Eddie,M,31,636,USA,190.02
Cramer Jordan J,M,29,540,USA,187.73
Dunn Casey P.,M,33,1185,USA,203.45
Albinsson Stefan B.,M,40,423,USA,208.12
Welby David H.,M,27,1770,USA,216.20
Keane John,M,29,1350,IRL,206.77
Evans Tommy,M,28,2500,USA,234.25
Manry Brian J.,M,33,1027,USA,200.48
Saladis Eugene M.,M,32,506,USA,186.28
Mcenroe Douglas,M,37,1207,USA,204.22
Ueland Thomas,M,50,755,USA,242.10
Rosen Kenneth A,M,46,301,USA,212.12
Guise Matthew T,M,35,1870,USA,218.93
Belovarac Jeffrey J.,M,23,1626,USA,212.58
Zgrabik Frank,M,29,2399,USA,234.18
Wehner Joerg S.,M,50,475,GER,231.98
Olson Nicholas J.,M,33,1463,USA,209.45
Lubas Todd A.,M,28,1319,USA,206.05
Durkes Paul E.,M,35,3648,USA,292.12
Hughbanks Dannis,M,53,1089,USA,261.43
Meade Benjamin K.,M,29,2811,USA,243.42
Turner Ryan R,M,36,980,CAN,199.57
Furlet Matthew C,M,27,2642,USA,238.10
Eisenhart Eric J.,M,31,2180,USA,225.82
Erwin Brian T.,M,38,2748,USA,241.48
Robichaud Steve,M,25,1159,CAN,207.65
Novick Anna E,F,23,173,USA,205.70
Toowey Lee,M,42,299,USA,202.90
Naff Michael T,M,41,982,USA,233.13
Talisesky Brandon,M,20,1992,USA,221.13
Li Suet-Fei,F,36,59,USA,194.70
Ifcher Daniel,M,43,473,USA,212.50
McCarthy Justin,M,30,901,USA,197.40
Hutchison Andrew,M,33,340,USA,180.27
Saturno Carlos E,M,62,3,USA,199.18
Barton Keith A,M,55,132,USA,234.57
Hewett Derrick,M,35,1209,USA,203.75
Boonstra David M,M,33,1165,USA,203.35
Patton Whitney P.,F,26,32,USA,185.72
Regis Kevin D,M,52,497,USA,233.73
Nephin Dan,M,44,1206,USA,241.15
Parsons Evan E.,M,40,564,USA,213.88
Sabatino Jeffrey,M,36,2486,USA,234.32
Finn Randall C,M,36,3113,USA,257.48
Labrum Thaddeus,M,23,977,USA,198.93
Langley Samuel,M,32,1804,USA,216.95
Marton Gergely,M,29,2384,GBR,231.15
Kurtz Travis,M,32,554,USA,187.68
Jenner Andrew K.,M,29,541,USA,187.27
Donnelly Christopher,M,50,94,USA,205.50
Kasal Jan,M,49,1639,USA,266.60
Arbogast Peter E.,M,46,1125,USA,242.92
Fontaine Dave,M,32,2347,USA,230.63
Bucci Andrew,M,39,1052,USA,201.57
Naxi Hugo,M,23,1856,USA,218.85
Rusert Dan,M,32,1636,USA,213.08
Bode Ruby J.,F,31,168,USA,204.85
Moon Michael T.,M,51,62,CAN,199.83
Harrap Liam D. Jr.,M,22,720,NOR,191.78
Bliss Kevin,M,29,1843,CAN,217.93
Gunn Brian H,M,41,1362,USA,251.15
Smet Todd,M,40,355,USA,206.03
Roth Jeffrey,M,37,899,USA,197.37
Kamrath Christopher H.,M,29,2381,USA,231.58
Woodcock Jack,M,31,1826,USA,217.48
Terwilliger Maureen,F,44,17,USA,201.48
Cusson Michel,M,44,221,CAN,197.95
McCready John D.,M,38,929,USA,198.08
Davin Matt,M,31,934,USA,198.17
Moser Jillian,F,26,25,USA,183.78
Bradshaw Bryan,M,44,125,USA,191.20
Cronin Douglas,M,46,320,USA,212.60
Doyle Timothy,M,40,947,USA,230.05
Saunders Ryan E.,M,33,1554,CAN,210.55
Shipshock Tony G.,M,40,1334,USA,249.13
Shih Casper,M,25,979,USA,199.35
Klein Brian A.,M,25,1983,USA,221.02
Miles David C,M,55,26,USA,203.97
Schwalm David L.,M,44,1163,USA,240.93
Lewyckyj Nestor,M,49,235,CAN,207.62
Kimball Kraig M,M,43,1639,USA,281.28
Martin Aaron E,M,32,1604,USA,212.30
Raub Robert R. II,M,37,1720,USA,214.47
Garrity Mary E.,F,28,589,USA,219.50
Ladron Diego,M,22,438,USA,183.83
Gould Shawn,M,42,638,USA,218.43
Shumaker Joshua T.,M,25,1727,USA,215.23
Lambert Gilles,M,47,161,CAN,203.35
Miller James O. Jr.,M,49,465,USA,220.20
Boden Jeffrey,M,36,1069,USA,201.33
Pinamonti Shawn,M,36,2916,USA,248.48
Williamson R Taylor,M,29,971,USA,198.82
Roof Shannon M.,F,30,834,USA,226.67
Kohlhepp Thomas,M,33,3497,USA,287.30
Schafer Tyler,M,19,2219,USA,225.90
Hatori Akira,M,46,160,USA,201.38
Schmitt Keith,M,43,472,USA,210.58
Christie Robert,M,39,638,USA,190.47
Whitley James,M,33,1180,USA,203.53
Cook Sheldon K,M,43,124,CAN,191.53
Tecau Jeff,M,37,1143,USA,202.92
Hans Brian E,M,30,1284,USA,205.53
So Freddie,M,41,121,CAN,191.17
Holzner Martin,M,45,351,USA,214.83
Hansen Eric T.,M,39,329,USA,180.22
Behar Jacobo,M,43,90,USA,186.82
Bateman Mike,M,40,206,USA,197.27
Thompson Matthew L,M,31,1386,USA,209.62
Vossen Thomas S.,M,38,1119,USA,202.63
Jacques Pierre-Olivier,M,23,1430,CAN,208.92
Jeon Sang Do,M,53,82,KOR,203.52
Soehl Tom,M,45,193,CAN,205.28
Sturmer Marcio,M,40,1279,CAN,246.13
Fry William H. Jr.,M,32,1681,USA,213.52
Cupolo Frank M.,M,31,2481,USA,233.85
Martin Amy,F,39,78,USA,197.57
Hangstefer John D.,M,30,2623,USA,237.65
Aschim Brian D,M,31,1248,USA,204.58
Kitchin Chris D,M,33,1179,USA,203.78
Chase Eva,F,37,23,USA,183.87
Wright Michael G.,M,45,902,USA,235.85
Gurung Shera,M,37,1081,USA,201.80
Lubbers Michael,M,38,2156,USA,225.13
King Aaron M.,M,28,2086,USA,223.75
Jeon Soo,M,51,212,USA,217.58
Tellock Ryan W.,M,26,394,USA,182.32
Edgar Erik S,M,30,1474,USA,209.62
Blatecky Andrew,M,29,2974,USA,251.25
Delgado Juan Martin,M,51,43,MEX,195.93
Richardson Leonard A.,M,42,1225,GBR,241.57
Hawkes Colin,M,38,623,USA,189.98
Alison Brett T.,M,35,685,USA,191.00
Gilroy Ryan R.,M,33,2290,USA,228.57
Brekke Julie,F,38,149,USA,203.60
Brooks Daniel,M,46,441,USA,219.10
Leahy Martin J.,M,47,96,IRL,197.07
Targon Valerio,M,29,671,AUT,190.93
Elsaesser Simon J.,M,30,935,GBR,198.22
Mayfield Daniel,M,30,2892,USA,248.32
Thornberry Christopher,M,27,871,USA,196.93
Lee Jonathan,M,24,2230,USA,226.48
Fitzpatrick Jim,M,39,1587,USA,211.72
Conte Gennaro,M,54,234,USA,218.87
Choi Seung Yong,M,47,185,USA,204.65
Simpson Andrew D.,M,42,181,USA,195.98
Ballard Robert M.,M,43,1051,USA,234.13
Ortega Joseph,M,33,3555,USA,286.38
Comeau Paul,M,47,226,CAN,207.58
Cummings John G.,M,36,2011,USA,223.83
Resutek Brian J.,M,31,1779,USA,216.37
Beach Dustin A,M,26,3145,CAN,259.08
Tuttamore Tj,M,32,1730,USA,214.90
Mui Dennis,M,33,2355,USA,230.12
Jaramillo Esequiel G.,M,34,3166,USA,265.88
Barbosa Filho Aureo Sr.,M,56,928,BRA,317.85
Lemes Regis M.,M,41,1665,BRA,285.42
Mammarella Kyle J.,M,29,2283,USA,229.22
Lohrmann Todd,M,31,3864,USA,311.02
Smith Troy,M,32,3108,USA,257.33
Minard Meira J.,F,38,625,USA,221.30
Cunha Junior Jose Batista Sr.,M,48,2163,BRA,338.75
Almeida Rogerio V. Sr.,M,42,1501,BRA,262.77
Speers Rob,M,44,444,USA,209.23
Gogolin Kurt,M,51,267,USA,220.65
Aubrey Russell S,M,48,85,USA,195.02
Albaret Jerome,M,38,889,USA,197.47
Bissett Spencer N. Sr.,M,30,2739,USA,240.68
Baker Zachary T.,M,31,1564,USA,211.47
McAlister Carla,F,39,42,USA,190.32
Downing Kristen E.,F,23,355,USA,213.32
Kildal-Brandt Paul,M,48,719,USA,230.50
Cutrona Matthew,M,41,608,USA,216.57
Whitford Rick,M,37,1783,CAN,216.38
Roy James M,M,51,395,USA,228.15
Fraser Ian,M,47,281,CAN,210.63
Whiteside James M.,M,40,844,USA,228.60
Stolz Ben,M,27,2243,AUS,226.83
Peceniak Timothy R,M,32,1208,USA,203.83
Chinnapolamada Goutham,M,33,1973,USA,220.18
Pope Carroll,M,57,53,USA,219.20
Jesko Lizzie,F,26,178,USA,205.20
Salazar Eli,M,41,993,USA,232.10
Gorton Paul B.,M,36,2258,USA,227.78
Kerns Paul,M,28,2108,USA,223.57
Juurlink Mike,M,33,460,CAN,184.37
Mcelroy Dane,M,26,2966,USA,250.42
Valley Timothy H,M,43,204,USA,196.72
Campbell William D.,M,47,1560,USA,262.72
Parker Matthew,M,33,2531,USA,235.02
Baumbach John L.,M,31,925,USA,198.30
Reeves Brian J.,M,48,1028,USA,242.03
Pace Ryan D.,M,39,1366,USA,207.33
Antonson Dave,M,33,2157,USA,224.57
Jacobsen Ulla B.,F,47,6,DEN,198.97
Taylor Danval A.,M,48,131,USA,200.32
Moore Roheem A.,M,33,1883,USA,218.80
Glotzbach Brian M,M,36,3917,USA,316.47
Dykes Greg,M,37,2013,USA,221.95
Sherman Alan,M,40,1196,USA,240.17
Schall Daniel S,M,35,1546,USA,210.50
Poffenroth Greg,M,28,992,USA,199.85
Wolff Benjamin,M,31,730,USA,192.73
Jaskiewicz Ryan,M,28,1097,USA,202.20
Labelle Amanda R,F,28,80,USA,197.80
Schlottman Keith D.,M,47,218,USA,207.57
Ulsh Andy,M,37,2148,USA,224.70
Lu Phil,M,28,1025,USA,199.95
Stawicki Tim,M,27,1827,USA,217.08
Smith Bryan C.,M,31,3730,USA,297.65
Piergentili Simonetta,F,47,3,USA,192.40
Palandri Shawn,M,35,1086,USA,201.97
Shane Michael,M,44,345,USA,207.95
Rodriguez Luis,M,35,825,USA,196.17
Yott David M,M,31,2369,USA,231.00
Moody David D.,M,47,451,USA,219.72
Beucker Matthew,M,25,1105,USA,201.85
Fox Joshua C.,M,29,1273,USA,203.90
Lynch Matt P.,M,28,2198,USA,225.47
Roberts Morris,M,53,288,CAN,221.42
Baird Nakia,M,37,2036,USA,222.13
Stephens Joe,M,29,1815,USA,217.13
Sosinski Jimmy S,M,29,587,USA,188.10
Palmiter Patrick,M,24,1109,USA,202.70
Ahmed Nazim,M,22,1141,USA,202.63
Heese Brian E.,M,50,199,USA,215.98
Marquis Timothy W,M,46,938,USA,238.63
Ossowski Erich,M,40,1122,CAN,237.62
Dillard Nikki,F,33,1096,USA,231.43
Kujawski Robert,M,50,708,USA,242.42
Hausfeld Karl G,M,22,1859,USA,217.62
Blau Jason,M,26,1475,USA,208.92
Rioux Mathieu,M,29,1748,CAN,215.75
Allen Mickey E.,M,56,28,USA,206.15
Lechleider Marty,M,54,583,USA,237.02
Manfredi Mark G.,M,41,571,USA,214.70
King Edward A.,M,36,1994,USA,221.28
Grueter Daniel,M,31,2930,GER,248.92
Martyn-Jones Matthew P.,M,37,2975,AUS,252.45
Peschel Colleen J.,F,41,25,USA,207.62
Hamric Ron,M,55,35,USA,215.23
Jones Alfred,M,40,1291,USA,246.17
Furlong Edgar Sr.,M,39,2989,MEX,251.60
Zaucha Jeffrey B.,M,36,2586,USA,236.83
Ginsburg Brandon,M,32,967,USA,199.43
Ross Shannon M,F,43,55,USA,216.92
Alonso Arturo Sr.,M,29,1563,MEX,210.53
Hen Thierry,M,45,557,FRA,224.50
Haydel Christian W.,M,35,1529,USA,210.32
Schulz Heather,F,37,53,USA,192.42
Sinisi Rocco,M,48,190,USA,205.43
Schneiderman Jim,M,37,3775,USA,301.78
Reiner Benjamin R.,M,20,3354,USA,274.78
Vanblommestein Christian P.,M,30,1162,USA,203.38
Kim Won Ho,M,37,1532,USA,210.42
Rudzik Steve,M,36,1747,USA,215.42
Delinsky Jason,M,33,2653,USA,238.55
Ritchie Chris,M,29,2796,USA,241.68
Broderick Scott,M,45,358,USA,214.75
Micek Frantisek,M,41,421,CZE,208.05
Fetterhoff Mark,M,29,1507,USA,210.22
Tulloch Ross T,M,32,2096,USA,223.75
Schwartz Benjamin C,M,29,1285,USA,205.32
Hanley Matt,M,31,1305,USA,205.62
Amsley Ryan M.,M,28,1560,USA,210.92
Reilly Sean,M,32,1704,CAN,213.70
Syrstad Sanya,F,46,7,USA,202.35
Chau Pak Leong,M,35,805,HKG,194.45
Cobb Jason L.,M,39,1817,USA,217.57
Hoberg Scott W.,M,33,1462,USA,209.03
Pakyuz Serhat,M,27,2603,AUS,237.15
McMillan Roger A. III,M,34,896,USA,197.37
Thompson Carolyn E.,F,43,14,USA,200.18
Taormina Katie M.,F,31,72,USA,196.95
Kosters Eric S,M,30,331,USA,180.18
Keefe Timothy J.,M,25,1415,USA,208.58
Stibbe Mark,M,33,2613,USA,238.67
Friedman Jason R,M,30,3037,USA,254.15
Ramirez Kelly S,F,26,392,USA,214.42
Curran Carl,M,46,379,USA,215.92
Gross Michael G.,M,44,1070,USA,238.67
Simon Scott,M,39,448,USA,183.83
McNeely Pat,M,37,1221,CAN,204.13
Jones David T.,M,31,2529,GBR,235.08
Nawrocki Steven,M,26,2670,USA,238.58
Robin Matthew,M,29,2968,USA,251.37
Reinhardt Frank,M,39,1615,CAN,212.13
Mirabile Robert,M,36,1381,USA,207.27
Arai Tatsuya,M,31,2060,USA,222.85
